"13660"|"20"|"CargosExercidos"|"Vice-Presidente da Comissão Permanente da Comissão Política Nacional do P.P.D./P.S.D.;"|"2010-08-07 00:05:34"
"15085"|"209"|"CargosExercidos"|"Membro do Conselho de Direcção do Canal Parlamento (VIII e IX Leg.);"|"2010-08-07 00:14:18"
"15084"|"209"|"CargosExercidos"|"Membro da delegação da A.R. à Assembleia Parlamentar da OSCE (VIII e IX Leg.);"|"2010-08-07 00:14:18"
"15083"|"209"|"CargosExercidos"|"Membro da delegação da A.R. na União Interparlamentar (VII Leg.);"|"2010-08-07 00:14:18"
"15082"|"209"|"CargosExercidos"|"Membro da Comissão Parlamentar de Ética (VII e VIII Leg.);"|"2010-08-07 00:14:18"
"13688"|"21"|"CargosExercidos"|"COORDENADOR"|"2010-08-07 00:05:35"
"13687"|"21"|"CargosExercidos"|"VICE-COORDENADOR"|"2010-08-07 00:05:35"
"13686"|"21"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:35"
"13684"|"21"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:35"
"13685"|"21"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:35"
"15081"|"209"|"CargosExercidos"|"Vice-Presidente do Grupo Parlamentar do PCP (IX Leg.);"|"2010-08-07 00:14:18"
"15080"|"209"|"CargosExercidos"|"Vereador da Câmara Municipal da Amadora (2002)"|"2010-08-07 00:14:18"
"14928"|"190"|"CargosDesempenha"|"Director do Portugal Socialista"|"2010-08-07 00:13:49"
"13695"|"22"|"CargosExercidos"|"DEPUTADO - V LEGISLATURA"|"2010-08-07 00:05:36"
"15079"|"209"|"CargosExercidos"|"Membro da Assembleia Municipal da Amadora (1993-2002)"|"2010-08-07 00:14:18"
"14926"|"190"|"CargosDesempenha"|"Membro da Comissão Política Concelhia de Lisboa"|"2010-08-07 00:13:49"
"14927"|"190"|"CargosDesempenha"|"Membro do Conselho Municipal de imigrantes e Minorias Étnicas da Câmara Municipal de Lisboa"|"2010-08-07 00:13:49"
"15078"|"209"|"CargosExercidos"|"Membro do Conselho Directivo e da Assembleia de Representantes da Faculdade de Direito da Universidade de Lisboa(1981-1985)"|"2010-08-07 00:14:18"
"15077"|"209"|"CargosExercidos"|"Membro da Direcção do Conselho Nacional de Juventude(1986)"|"2010-08-07 00:14:18"
"15076"|"209"|"CargosExercidos"|"Membro da Direcção da Juventude Comunista Portuguesa(1986-1995)"|"2010-08-07 00:14:18"
"15075"|"209"|"CargosExercidos"|"Vogal da Direcção do Grupo parlamentar do PCP na V, VI, VII e VIII Legislaturas"|"2010-08-07 00:14:18"
"14924"|"190"|"CargosDesempenha"|"Deputado na IX Legislatura"|"2010-08-07 00:13:49"
"14925"|"190"|"CargosDesempenha"|"Membro das Comissões Nacional e Política do PS"|"2010-08-07 00:13:49"
"13720"|"26"|"Comissoes"|"Comissão de Trabalho, Segurança Social e Administração Pública [Vice-Presidente]"|"2010-08-07 00:05:41"
"13721"|"26"|"HabilitacoesLiterarias"|"Frequência  de Licenciatura em Direito"|"2010-08-07 00:05:41"
"13722"|"26"|"Condecoracoes"|"louvores em campanha militar, na Guiné Bissau, dados pelo Comandante do Sector e Comandante Chefe."|"2010-08-07 00:05:41"
"15074"|"209"|"CargosExercidos"|"VIII Legislatura - Membro das Comissões Parlamentares de Assuntos Constitucionais, Direitos, Liberdades e Garantias, de Ética, de Inquérito ao Acidente de Camarate e de Inquérito à Fundação para a Prevenção e Segurança. Membro do Júri do Prémio anual dos Direitos Humanos atribuído pela Assembleia da República"|"2010-08-07 00:14:18"
"15073"|"209"|"CargosExercidos"|"Membro do Conselho Directivo do Grupo Português da União Interparlamentar"|"2010-08-07 00:14:18"
"14923"|"189"|"HabilitacoesLiterarias"|"Licenciatura em Direito, pela Faculdade de Direito da Universidade de Lisboa"|"2010-08-07 00:13:47"
"13739"|"27"|"CargosExercidos"|"VEREADOR"|"2010-08-07 00:05:42"
"13738"|"27"|"CargosExercidos"|"PRESIDENTE"|"2010-08-07 00:05:42"
"13736"|"27"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:42"
"13737"|"27"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:42"
"13743"|"29"|"CargosExercidos"|"SECRETARIO"|"2010-08-07 00:05:44"
"14921"|"189"|"CargosExercidos"|"Comentador Político"|"2010-08-07 00:13:47"
"14922"|"189"|"HabilitacoesLiterarias"|"Mestrado em Ciências Jurídico-Políticas"|"2010-08-07 00:13:47"
"14920"|"189"|"CargosExercidos"|"Escritor"|"2010-08-07 00:13:47"
"13749"|"30"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:45"
"13750"|"30"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:45"
"13772"|"31"|"Condecoracoes"|"MEDALHA DA CRUZ VERMELHA PORTUGUESA"|"2010-08-07 00:05:47"
"15072"|"209"|"CargosExercidos"|"Membro das Comissões de Assuntos Constitucionais, de Ética e de Inquérito aos Grupos Economicos(VII/VII e VIII/VII) e ao Acidente de Camarate"|"2010-08-07 00:14:18"
"15071"|"209"|"CargosExercidos"|"Membro do Conselho de Administração da A.R.;"|"2010-08-07 00:14:18"
"15070"|"209"|"CargosExercidos"|"VII Legislatura - Presidente da Comissão Eventual para a Toxicodependência"|"2010-08-07 00:14:18"
"15069"|"209"|"CargosExercidos"|"VI Legislatura - Membro das Comissões de Assuntos Constitucionais, de Juventude, de Revisão Constitucional e de Inquérito ao Acidente de Camarate"|"2010-08-07 00:14:18"
"13770"|"31"|"Condecoracoes"|"GRANDE OFICIAL DA ORDEM DE MERITO DO LUXEMBURGO"|"2010-08-07 00:05:47"
"13771"|"31"|"Condecoracoes"|"LOUVORES A NIVEL REGIONAL, NACIONAL E INTERNACIONAL"|"2010-08-07 00:05:47"
"13769"|"31"|"CargosExercidos"|"PROFESSOR"|"2010-08-07 00:05:47"
"13768"|"31"|"CargosExercidos"|"MEMBRO DA COMISSAO DE INQUERITO AO CENTRO CULTURAL DE BELEM"|"2010-08-07 00:05:47"
"15068"|"209"|"CargosExercidos"|"Presidente da Comissão de Inquérito ao CCB"|"2010-08-07 00:14:18"
"13776"|"32"|"CargosExercidos"|"TECNICO SUPERIOR"|"2010-08-07 00:05:48"
"14919"|"189"|"CargosExercidos"|"Professor universitário e outras actividades compatíveis"|"2010-08-07 00:13:47"
"13784"|"33"|"CargosExercidos"|"VOGAL"|"2010-08-07 00:05:49"
"14918"|"189"|"CargosExercidos"|"Secretário de Estado dos Assuntos Parlamentares do XIV Governo Constitucional,Secretário de Estado Adjunto e da Administração Interna do XVII Governo Constitucional"|"2010-08-07 00:13:47"
"15067"|"209"|"CargosExercidos"|"V Legislatura - Membro das Comissões Parlamentares de Educação, Ciência e Cultura, de Juventude e do Inquérito ao F.S.E."|"2010-08-07 00:14:18"
"15066"|"209"|"CargosDesempenha"|"Membro do Comité Central do PCP;"|"2010-08-07 00:14:18"
"15065"|"209"|"CargosDesempenha"|"Professor da Universidade Lusófona de Humanidades e Tecnologias"|"2010-08-07 00:14:18"
"13798"|"34"|"CargosExercidos"|"FUNDADOR"|"2010-08-07 00:05:50"
"13796"|"34"|"CargosExercidos"|"PRESIDENTE"|"2010-08-07 00:05:50"
"15064"|"209"|"CargosDesempenha"|"Deputado na XI Legislatura"|"2010-08-07 00:14:18"
"15063"|"208"|"Comissoes"|"Grupo de Trabalho - Têxteis e Vestuário"|"2010-08-07 00:14:15"
"15062"|"208"|"Comissoes"|"Grupo de Trabalho - Sector Automóvel"|"2010-08-07 00:14:15"
"14917"|"189"|"CargosExercidos"|"Deputado à A.R. nas III,IV, V, VI, VII e VIII Legislaturas"|"2010-08-07 00:13:47"
"14916"|"189"|"CargosDesempenha"|"Deputado na XI Legislatura"|"2010-08-07 00:13:47"
"13806"|"35"|"CargosExercidos"|"PRESIDENTE"|"2010-08-07 00:05:51"
"13807"|"35"|"CargosExercidos"|"VICE-PRESIDENTE"|"2010-08-07 00:05:51"
"13808"|"35"|"CargosExercidos"|"DEPUTADO - I LEGISLATURA"|"2010-08-07 00:05:51"
"13811"|"36"|"CargosExercidos"|"MEMBRO"|"2010-08-07 00:05:52"
"14914"|"187"|"Condecoracoes"|"Grande Oficial do Mérito (França)"|"2010-08-07 00:13:44"
"14915"|"187"|"Condecoracoes"|"Grande Oficial da Ordem do Mérito (Luxemburgo)"|"2010-08-07 00:13:44"
"15061"|"208"|"Comissoes"|"Grupo de Trabalho - Décima alteração ao Dec-Lei 555/99, de 16 de Dezembro (APP 30-PSD, 31-PCP, 32-PP e 33-BE)"|"2010-08-07 00:14:15"
"15060"|"208"|"Comissoes"|"Grupo de Trabalho - Comércio e Serviços"|"2010-08-07 00:14:15"
"13821"|"37"|"Condecoracoes"|"LOUVOR DO GOVERNO REGIONAL DA MADEIRA"|"2010-08-07 00:05:54"
"14911"|"187"|"Condecoracoes"|"Grande Colar da Ordem do Libertador (Venezuela)"|"2010-08-07 00:13:44"
"14912"|"187"|"Condecoracoes"|"Aguilla Azteca - Grau Banda (México)"|"2010-08-07 00:13:44"
"14913"|"187"|"Condecoracoes"|"Grande Colar da Ordem Wissan Alavita e Oficial da Ordem Wissan Alavita (Marrocos)"|"2010-08-07 00:13:44"
"15059"|"208"|"Comissoes"|"Grupo de Trabalho - Pescas"|"2010-08-07 00:14:15"
"15058"|"208"|"Comissoes"|"Grupo de Trabalho - PRODER"|"2010-08-07 00:14:15"
"15057"|"208"|"Comissoes"|"Grupo de Trabalho - Energia e Eficiência Energética"|"2010-08-07 00:14:15"
"14910"|"187"|"Condecoracoes"|"Grã Cruz da Ordem do Mérito Civil (Espanha)"|"2010-08-07 00:13:44"
"13830"|"38"|"CargosExercidos"|"Deputado á AR na VI Legislatura"|"2010-08-07 00:05:55"
"15056"|"208"|"Comissoes"|"Comissão de Agricultura, Desenvolvimento Rural e Pescas [Coordenador GP]"|"2010-08-07 00:14:15"
"13837"|"39"|"CargosExercidos"|"DEPUTADA - IV E V LEGISLATURAS"|"2010-08-07 00:05:56"
"13838"|"39"|"CargosExercidos"|"DEPUTADA - I E II LEGISLATURAS"|"2010-08-07 00:05:56"
"14902"|"187"|"CargosExercidos"|"Vice Presidente do GP/PS;"|"2010-08-07 00:13:44"
"14903"|"187"|"Comissoes"|"Comissão de Defesa Nacional [Vice-Presidente]"|"2010-08-07 00:13:44"
"14904"|"187"|"Condecoracoes"|"Grã Cruz da Ordem do Infante D. Henrique (Portugal)"|"2010-08-07 00:13:44"
"14905"|"187"|"Condecoracoes"|"Grã Cruz da Ordem de Honra (Grécia)"|"2010-08-07 00:13:44"
"14906"|"187"|"Condecoracoes"|"Grã Cruz da Ordem do Rio Branco (Brasil)"|"2010-08-07 00:13:44"
"14907"|"187"|"Condecoracoes"|"Grã Cruz do Cruzeiro do Sul (Brasil)"|"2010-08-07 00:13:44"
"14908"|"187"|"Condecoracoes"|"Grã Cruz da Ordem de Leopoldo II (Bélgica)"|"2010-08-07 00:13:44"
"13876"|"42"|"Comissoes"|"Grupo de Trabalho - Procedimento Orçamental"|"2010-08-07 00:06:00"
"13850"|"40"|"HabilitacoesLiterarias"|"Licenciado em Direito pela Universidade Católica Portuguesa."|"2010-08-07 00:05:58"
"13851"|"40"|"Condecoracoes"|"Comendador da Ordem do Mérito, por atribuição do Presidente da República Italiana."|"2010-08-07 00:05:58"
"15055"|"208"|"Comissoes"|"Comissão de Assuntos Económicos, Inovação e Energia [Coordenador GP]"|"2010-08-07 00:14:15"
