967,Carlos Alberto Monteiro dos Santos,2010-08-07 00:43:56
873,João António Nunes Leiria,2010-08-07 00:43:57
874,Eduardo Alberto Macedo Carvalho da Silva,2010-08-07 00:43:58
875,João Carlos Osório Pinto Coelho,2010-08-07 00:43:59
876,Henrique Burnay Macaista Malheiros,2010-08-07 00:44:00
877,Armando Cardoso Soares,2010-08-07 00:44:02
1063,João Eduardo Alves de Moura Geraldes,2010-08-07 00:44:02
1066,Manuel Mendes Nobre de Gusmão,2010-08-07 00:44:08
1068,Jose Manuel de Melo Antunes Mendes,2010-08-07 00:44:10
1070,Carlos Miguel Santinho Pereira,2010-08-07 00:44:12
1071,Maria Madalena Marques dos Santos,2010-08-07 00:44:14
1264,Sérgio Paulo Mendes de Sousa Pinto,2010-08-07 00:44:15
1168,José Manuel Rosa do Egípto,2010-08-07 00:44:16
1169,Maria Eduarda Bento Alves Ferronha,2010-08-07 00:44:17
1075,Álvaro Augusto de Melo Diniz,2010-08-07 00:44:18
894,Joaquim Correia Gonçalves,2010-08-07 00:44:20
1162,Gonçalo Matos Correia de Almeida Velho,2010-08-07 00:44:08
896,Ana Maria Sacras B. C. Soares Coutinho Lencastre,2010-08-07 00:44:23
1080,José Martinez da Silva,2010-08-07 00:44:24
1081,Pedro Miguel Trindade Peixoto Santa Rita,2010-08-07 00:44:25
1082,Maria Jacinta de Oliveira Vital,2010-08-07 00:44:26
1084,Maria José Pinto da Cunha Avilez Nogueira Pinto,2010-08-07 00:44:28
902,António Miguel Damas Mousinho Henriques Lopes,2010-08-07 00:44:30
903,Hermenegildo Jose da Silva Franco,2010-08-07 00:44:32
1276,José Manuel Oliveira de Sousa Peixoto,2010-08-07 00:44:33
1279,João Luís Duarte Fernandes,2010-08-07 00:44:37
1092,José Filipe de Melo e Castro Guedes,2010-08-07 00:44:38
1093,Nuno de Carvalho Fernandes Thomaz,2010-08-07 00:44:39
1283,Elsa Carla dos Santos Matos,2010-08-07 00:44:41
1284,José Antonio Ribeiro da Cunha,2010-08-07 00:44:42
1285,Manuel Eugénio Pimentel Cavaleiro Brandão,2010-08-07 00:44:43
1286,Manuel Maria Mendonça da Silva Carvalho,2010-08-07 00:44:44
1287,Sílvio Rui Neves Correia Gonçalves Cervan,2010-08-07 00:44:45
915,Mário Jorge Ferreira Guedes,2010-08-07 00:44:46
916,António Manuel Ferreira Gomes,2010-08-07 00:44:47
1098,Mário José Piteira Antunes Varela,2010-08-07 00:44:48
1099,Nuno Miguel Benzinho Fonte,2010-08-07 00:44:49
919,Francisco Sousa Teixeira,2010-08-07 00:44:50
920,Joaquim Dias Campos,2010-08-07 00:44:52
1158,Manuel Alberto Barbosa de Oliveira,2010-08-07 00:46:14
921,Abílio Gomes do Monte,2010-08-07 00:44:53
1199,Aires de Almeida Garcia Margarido,2010-08-07 00:44:54
1295,António Alfredo Alençoão Brigido Graça Moura,2010-08-07 00:44:56
1296,Maria Margarida Salgueiro da Silva Azevedo Gomes,2010-08-07 00:44:57
1203,Maria Ester Ferreira dos Santos,2010-08-07 00:44:58
1204,Carla Isabel Paiva D'azevedo,2010-08-07 00:44:59
928,Carlos Manuel de Carvalho Santos da Cunha,2010-08-07 00:45:01
1205,António Manuel de Carvalho Ferreira Vitorino,2010-08-07 00:45:02
1302,Fernando Manuel Faria Dias de Freitas1,2010-08-07 00:45:04
1207,Fernando Garcia dos Santos,2010-08-07 00:45:04
1208,Maria Fernanda dos Santos Martins Catarino Costa,2010-08-07 00:45:05
1353,José Ernesto Ildefonso Leão Oliveira,2010-08-07 00:46:14
932,António Maia da Silva Freitas,2010-08-07 00:45:06
1306,Armando Jorge de Barros e Silva Machado,2010-08-07 00:45:08
1308,Ernesto Manuel da Costa Ramalho,2010-08-07 00:45:11
1117,João Maria Abrunhosa Sousa,2010-08-07 00:45:12
1214,António José Filipe dos Santos,2010-08-07 00:45:13
1119,Avelino Carlos Canamero Matos,2010-08-07 00:45:15
939,António Waldemar Loureiro Pereira da Rocha,2010-08-07 00:45:16
1122,Maria Leonor da Silva Vilhena Ramos,2010-08-07 00:45:19
1219,Miguel Rocha Ferreita Roquette,2010-08-07 00:45:20
1124,Carlos Federico Leal Loureiro de Sousa,2010-08-07 00:45:21
1314,Carlos Alberto Gonçalves de Almeida Mateus,2010-08-07 00:45:23
1222,Alfredo Batista Matias,2010-08-07 00:45:24
947,Maria Margarida Freitas de Oliveira,2010-08-07 00:45:26
1128,Maria Eduarda de Almeida Azevedo,2010-08-07 00:45:27
1250,Leonel Domingos Reis Vieira da Silva,2010-08-07 00:46:04
1129,Vasco Valente Correia Guedes,2010-08-07 00:45:28
1130,Isaltino Afonso Morais,2010-08-07 00:45:30
1227,Nuno Alexandre Craveiro Sanches de Almeida,2010-08-07 00:45:31
1228,Mário Alberto de Oliveira Assis Lobo,2010-08-07 00:45:32
1322,José Roberto Tinoco Cavalheiro,2010-08-07 00:45:34
954,Linda Rosa Rodrigues dos Santos,2010-08-07 00:45:35
955,Manuel Vitor Gomes Gonçalves,2010-08-07 00:45:36
1135,Maria Helena Passos Rosa Lopes da Costa,2010-08-07 00:45:38
1136,João Manuel da Costa Delgado,2010-08-07 00:45:39
1235,Carlos Eugenio Pereira de Brito,2010-08-07 00:45:41
1329,Acácio Rodrigues de Carvalho,2010-08-07 00:45:42
1330,Carla Maria Barrias Fernandes,2010-08-07 00:45:43
1141,Fernando de Sousa Ferreira,2010-08-07 00:45:45
1143,Rui Pedro Figueiredo Corça,2010-08-07 00:45:48
1239,Luís Maria de Barros Serra Marques Guedes,2010-08-07 00:45:49
1240,Bernardino Manuel de Vasconcelos,2010-08-07 00:45:51
1241,Pedro José da Vinha Rodrigues Costa,2010-08-07 00:45:52
1242,João Eduardo Guimarães Moura de Sá,2010-08-07 00:45:53
1243,Maria do Céu Baptista Ramos,2010-08-07 00:45:54
1244,José Carlos Pires Póvoas,2010-08-07 00:45:55
1342,Antonio Fernando da Cruz Oliveira,2010-08-07 00:45:59
1343,João Calvão da Silva,2010-08-07 00:46:00
1344,Fausto de Sousa Correia,2010-08-07 00:46:02
968,Jorge Emanuel de Lima Ourique,2010-08-07 00:43:57
969,José António de Carvalho Mascarenhas,2010-08-07 00:43:58
1328,César da Silva Príncipe,2010-08-07 00:45:41
970,Mário Cristino da Silva,2010-08-07 00:43:59
878,José Sebastião Simões de Leite Perry,2010-08-07 00:44:03
882,Mário Jorge Pinto Miranda,2010-08-07 00:44:07
883,Fernando Manuel Seiça Pereira,2010-08-07 00:44:08
884,Paulo Manuel do Sameiro de Moutinho Neves,2010-08-07 00:44:09
885,Maria Margarida Carvalho Costa Gomes de Lima Mayer,2010-08-07 00:44:10
886,Augusto de Carvalho Martins,2010-08-07 00:44:11
887,Maria José Teuscher de Vasconcelos Gonçalves da Cunha,2010-08-07 00:44:12
888,Aldina Tulia Figueiredo Longo Pereira Garcia,2010-08-07 00:44:13
889,Victor Manuel Pires da Graça,2010-08-07 00:44:14
890,João Filipe Maia Heitor Pires,2010-08-07 00:44:16
891,José Maria Matos de Sousa Mendonça,2010-08-07 00:44:17
892,Carlos Alberto Paiva Parreira,2010-08-07 00:44:18
1267,Joaquim Augusto Nunes Pina Moura,2010-08-07 00:44:19
1171,Carlos Alberto Pinto de Oliveira,2010-08-07 00:44:20
895,Paulo Jorge Lopes Francisco,2010-08-07 00:44:21
1269,Júlio Manuel de Castro Lopes Faria,2010-08-07 00:44:22
1173,Armando Jorge Paulino Domingos,2010-08-07 00:44:23
897,Joaquim Vieira Martins,2010-08-07 00:44:24
898,João Reis Honrado,2010-08-07 00:44:25
899,Leonel Heli Tavares Horta Lobao Ferreira,2010-08-07 00:44:26
900,José Clara Vargas,2010-08-07 00:44:27
901,Carlos Mario de Andrade Abrunhosa,2010-08-07 00:44:29
994,Alfredo Augusto Casais Baptista,2010-08-07 00:44:31
995,Manuel Carlos Ferreira Silva,2010-08-07 00:44:33
1277,Patrícia Monte Pinto Ribeiro,2010-08-07 00:44:34
1183,Filipa do Rosario Guia da Silva,2010-08-07 00:44:35
1184,Joaquim Manuel da Fonseca Matias,2010-08-07 00:44:36
1185,João António Albuquerque Frazão,2010-08-07 00:44:37
1186,Henrique Rosa Carreiras,2010-08-07 00:44:39
1282,Alberto Domingos Ferreira de Sousa,2010-08-07 00:44:40
1002,Celestino Silva Gonçalves,2010-08-07 00:44:44
914,Manuel Teixeira Dias,2010-08-07 00:44:45
1004,Ana Amélia Mota Guimarães,2010-08-07 00:44:46
1005,Jorge Manuel da Cunha Torres,2010-08-07 00:44:47
917,Modesto Melo Martins,2010-08-07 00:44:48
918,Alexandre Onofre Ferreira da Cunha,2010-08-07 00:44:49
1008,Viriato Augusto Matias Amaral,2010-08-07 00:44:50
1009,José Manuel Magalhães Marques,2010-08-07 00:44:51
922,Carlos Alberto Martinho Soares,2010-08-07 00:44:54
1200,Adriano Maria Rocha Carapeto,2010-08-07 00:44:55
1201,Pedro António Vaz  Martins da Cunha e Silva,2010-08-07 00:44:56
1297,Jose Alexandrino de Melo Matias Faria de Vila Real,2010-08-07 00:44:58
926,Paulo Fernando Cabral Vaz,2010-08-07 00:44:59
1299,Maria Sofia Huet de Bacelar Sa Alves,2010-08-07 00:45:00
930,Joaquim Rocha dos Santos,2010-08-07 00:45:04
931,Fernando Viterbo Albuquerque de Oliveira,2010-08-07 00:45:05
933,José Martins dos Santos Costa Aroso,2010-08-07 00:45:08
1211,Carlos Manuel Amândio,2010-08-07 00:45:09
1023,Maria do Rosário Lopes Amaro da Costa da Luz Carneiro,2010-08-07 00:45:10
1212,Ana Catarina Veiga Santos Mendonça Mendes,2010-08-07 00:45:11
1213,José António Chocolate Contradanças,2010-08-07 00:45:12
938,Valentim Soares de Oliveira Branco,2010-08-07 00:45:14
1216,José Carlos da Costa Velho Rodrigues,2010-08-07 00:45:17
1217,Nuno Kruz Abecasis,2010-08-07 00:45:18
1218,António Almeida Figueiredo Barbosa Pombeiro,2010-08-07 00:45:19
943,Maria Olívia Augusta Alves dos Santos,2010-08-07 00:45:21
1031,Manuel Amândio Almeida e Sá,2010-08-07 00:45:23
946,Fernando Franco de Almada,2010-08-07 00:45:25
1033,Paulo Renato Fernandes Faria,2010-08-07 00:45:26
1224,António Manuel Alves Gamito de Matos,2010-08-07 00:45:27
1225,Carlos Miguel Aleixo Dantas Aveiro,2010-08-07 00:45:29
1226,Luís Carlos Venâncio Pires,2010-08-07 00:45:30
951,Gabriel Mendes Pavão,2010-08-07 00:45:32
1229,Paula Margarida Lebre Sobral Navarro Soeiro,2010-08-07 00:45:34
1230,Fernando Gonçalves Torres Miranda,2010-08-07 00:45:35
956,Sérgio Manuel de Moura Correa Mendes,2010-08-07 00:45:38
1327,António Oliveira Alves,2010-08-07 00:45:39
958,João Paulo Borges Lima Amaro,2010-08-07 00:45:41
959,Alberto Ribas Lopes Praça,2010-08-07 00:45:42
1046,Gerardo Jose Sampaio da Silva Saraiva de Menezes,2010-08-07 00:45:43
1331,Carla Maximiano de Sá Maciel,2010-08-07 00:45:45
1332,João Fernando de Freitas Torres,2010-08-07 00:45:46
1333,Carla Renata Gonçalbves de Freitas,2010-08-07 00:45:47
1334,Jorge Fernando da Silva Lopes,2010-08-07 00:45:48
1335,José Alberto de Sousa Ribeiro,2010-08-07 00:45:50
1051,Agostinho Dias de Moura,2010-08-07 00:45:51
1052,Domingos Ramos Pires,2010-08-07 00:45:52
1054,Paulo Jorge Osorio Mendes,2010-08-07 00:45:54
1247,Marina Joao da Fonseca Lopes Ferreira,2010-08-07 00:46:00
1248,José Francisco Mata de Carvalho,2010-08-07 00:46:01
1249,Manuel António Araújo dos Santos,2010-08-07 00:46:03
1058,Bernardino José Torrão Soares,2010-08-07 00:46:04
1252,Luciano da Silva Gomes,2010-08-07 00:46:06
1253,Francisco Manuel de Castro Magalhaes Marques de Aguiar,2010-08-07 00:46:07
1350,Gilberto Parca Madail,2010-08-07 00:46:09
1157,José Pinto Simões,2010-08-07 00:46:12
1257,Agostinho Manuel Moreira dos Santos Tomás,2010-08-07 00:46:12
971,Hugo Loureiro Ribeiro da Silva,2010-08-07 00:44:00
972,João Eduardo Ferreira Gomes Vieira,2010-08-07 00:44:01
881,Ismael António dos Santos Gomes Pimentel,2010-08-07 00:44:06
1261,Daniel Bessa Fernandes Coelho,2010-08-07 00:44:07
975,Nuno Miguel Moura Correa Mendes,2010-08-07 00:44:08
1067,Paulo Oliveira Sucena,2010-08-07 00:44:09
1262,Francisco José Pereira de Assis Miranda,2010-08-07 00:44:11
979,João Eduardo Sabrosa Jorge da Silva,2010-08-07 00:44:12
981,Maria Helena Casaleiro Vilaça,2010-08-07 00:44:15
1265,Isabel Maria Teixeira de Carvalho Pedroto,2010-08-07 00:44:16
1266,Rosa Maria Correia dos Santos Mota,2010-08-07 00:44:17
1076,Olga Maria Marinho Pires,2010-08-07 00:44:19
987,Maria Fernanda Alves de Sousa Manso,2010-08-07 00:44:22
1270,Jorge Manuel Gouveia Strecht Ribeiro,2010-08-07 00:44:23
1271,Luís Pedro de Carvalho Martins,2010-08-07 00:44:25
1272,José Afonso Teixeira de Magalhães Lobão,2010-08-07 00:44:26
991,Cândido Capela Dias,2010-08-07 00:44:27
992,Manuel Barbosa da Silva,2010-08-07 00:44:28
1274,Pedro Luis da Rocha Baptista,2010-08-07 00:44:29
1275,Sérgio Carlos Branco Barros e Silva,2010-08-07 00:44:31
1087,Pedro Jose Del-Negro Feist,2010-08-07 00:44:32
904,José Fernando Pereira Garcia,2010-08-07 00:44:33
905,Isabel Maria Lopes de Campos Barreto,2010-08-07 00:44:34
906,Luís Alberto Henriques Marcos,2010-08-07 00:44:35
907,Paulo Guedes Loff,2010-08-07 00:44:37
908,Maria de Jesus Valadas Rodrigues da Cunha,2010-08-07 00:44:38
1281,Carlos Jorge Lemos Antunes,2010-08-07 00:44:39
910,Pedro Luís de Magalhães Chaves da Silva Fernandes,2010-08-07 00:44:40
911,António Maria do Espírito Santo,2010-08-07 00:44:41
912,José Alberto Ramos Moreira,2010-08-07 00:44:42
913,António Manuel Silva e Sousa,2010-08-07 00:44:44
1095,António Pedro Fonseca Delicado,2010-08-07 00:44:45
1096,Maria Isabel Pereira Fernandes da Costa Jorge,2010-08-07 00:44:46
1097,Mário José da Silva Garcia,2010-08-07 00:44:47
1006,Carla Alexandra Vasconcelos Balsemao Barbosa,2010-08-07 00:44:48
1007,António José Abrantes Mesquita Rodrigues,2010-08-07 00:44:49
1100,N/A,2010-08-07 00:44:50
1101,António João Lopes Pimenta,2010-08-07 00:44:51
1010,Alberto Queiroga Figueiredo,2010-08-07 00:44:53
1294,António Pedro Oliveira de Carvalho,2010-08-07 00:44:54
923,Alcino Manuel Vaz Pedro de Carvalho,2010-08-07 00:44:55
924,Mónica  Carneiro de Almeida Veloso da Silva,2010-08-07 00:44:56
925,Manuel Augusto  de Lemos Couto Azevedo,2010-08-07 00:44:58
1106,Luis de Carvalho Wandscheneider,2010-08-07 00:44:59
927,António José Brito Silva Santos,2010-08-07 00:45:00
1301,José Augusto Castro Marques de Carvalho,2010-08-07 00:45:03
1018,Luís Filipe Lobo Fernandes,2010-08-07 00:45:03
1303,Álvaro Leonel Rosa da Silva Pinto,2010-08-07 00:45:05
1112,António Manuel Seixo Valério,2010-08-07 00:45:06
1305,José de Matos Miranda Pinto,2010-08-07 00:45:07
1022,Eugénio Fernando de Sá Cerqueira Marinho,2010-08-07 00:45:08
934,António José Morim Brandão,2010-08-07 00:45:09
936,Fernando Jose Malheiro de Magalhães,2010-08-07 00:45:12
1309,Rui Aderito de Oliveira Coutinho,2010-08-07 00:45:13
1118,Gonçalo Rodolfo Canavarro Arraya Mendes Paulo,2010-08-07 00:45:14
1311,Zélia Ângelo Tato Macedo Teixeira Duarte,2010-08-07 00:45:16
940,João Maria da Silva,2010-08-07 00:45:17
1313,Jorge Manuel da Fonseca Costa,2010-08-07 00:45:18
942,Carlos Jose Bernardo da Silva Barracho,2010-08-07 00:45:20
1123,Luís Manuel Amaral do Paço Simões,2010-08-07 00:45:20
944,Agostinho da Silva Chabert,2010-08-07 00:45:22
1125,Bruno Garcia de Matos Paulo,2010-08-07 00:45:23
1126,Elisete Pereira Pilar Fonseca Martins,2010-08-07 00:45:24
1316,Cristiano Manuel Soares Ribeiro,2010-08-07 00:45:26
948,Carlos Cesar Lima da Silva Mota,2010-08-07 00:45:28
1318,José Maria Pedreira Reina,2010-08-07 00:45:29
1319,Maria Isabel Graça de Sousa Barbosa Pina Cabral,2010-08-07 00:45:30
1320,Jorge Sarabando Moreira,2010-08-07 00:45:31
1321,Albino Valdemar Ferreira Madureira,2010-08-07 00:45:33
1323,Susana Cristina Magalhaes Duarte Santos,2010-08-07 00:45:35
1324,José Luís Borges Coelho,2010-08-07 00:45:36
1042,Durval Tiago Moreira Fonseca e Castro Ferreira,2010-08-07 00:45:38
1043,Laurentina Veloso Fernandes Torres Losa Faria,2010-08-07 00:45:39
1137,Francisco Rodrigues Porto,2010-08-07 00:45:40
1138,Rui Jorge Vieira Neto,2010-08-07 00:45:42
1139,Luís Manuel Rodrigues da Costa Tavares,2010-08-07 00:45:43
1140,Gabriel Corte-Real Carvalho Goucha,2010-08-07 00:45:44
1142,Rui dos Santos Ivo,2010-08-07 00:45:47
1144,José Mendes Cabrito,2010-08-07 00:45:50
1336,Joaquim Antonio Maria Moreira Cancela,2010-08-07 00:45:51
1337,António Manuel do Carmo Saleiro,2010-08-07 00:45:52
1338,Agostinho Marques Moleiro,2010-08-07 00:45:53
1147,António Alfredo Delgado da Silva Preto,2010-08-07 00:45:54
1339,José Batista Mestre Soeiro,2010-08-07 00:45:56
1341,José Augusto Gama,2010-08-07 00:45:58
1055,José Manuel Gonçalves Oliveira,2010-08-07 00:45:59
1056,Firmino Manuel Lopes da Silva,2010-08-07 00:46:00
1057,Maria de Lurdes de Araujo Mota Campos,2010-08-07 00:46:01
1345,Maria Manuela de Brito Arcanjo Marques da Costa,2010-08-07 00:46:03
1346,Carlos Alberto Cardoso Rodrigues Beja,2010-08-07 00:46:04
1347,Francisco Fernando Osório Gomes,2010-08-07 00:46:05
1348,Maria João Fernandes Rodrigues,2010-08-07 00:46:07
1349,António Fernando Marques Ribeiro Reis,2010-08-07 00:46:08
1155,Manuel Jorge Pedrosa Forte de Goes,2010-08-07 00:46:09
1351,Manuel Alves de Oliveira,2010-08-07 00:46:10
1156,António Bento da Silva Galamba,2010-08-07 00:46:11
1352,Paulo Sacadura Cabral Portas,2010-08-07 00:46:12
879,Isabel Maria F. da Camara R. Ferreira Pereira Palha,2010-08-07 00:44:04
880,José Francisco do Vale Serra,2010-08-07 00:44:05
1064,Célia Maria Portela da Silva,2010-08-07 00:44:06
1065,Mário Jorge dos Santos Neves,2010-08-07 00:44:07
1069,António José Tremoço de Brito,2010-08-07 00:44:11
980,Américo Manuel Pereira Bernardo,2010-08-07 00:44:14
1072,António Sérgio Vaz Rei Manso Pinheiro,2010-08-07 00:44:15
1073,José António Tavares da Cruz,2010-08-07 00:44:16
1074,Francisco Manuel Costa Fernandes,2010-08-07 00:44:17
985,Sabino Pedro Bernardo,2010-08-07 00:44:19
1077,Maria Fernanda Barata Dias,2010-08-07 00:44:20
1172,Maria Manuela de Almeida Costa Augusto,2010-08-07 00:44:22
988,César Augusto Gonçalves,2010-08-07 00:44:24
989,Vítor Manuel Alves Ramos dos Santos,2010-08-07 00:44:25
990,António Joaquim de Azevedo Ferreira Lopes,2010-08-07 00:44:26
1176,Casimiro Francisco Ramos,2010-08-07 00:44:27
993,Adão Ribeiro Mendes,2010-08-07 00:44:30
1086,Jorge Alexandre Silva Ferreira,2010-08-07 00:44:31
1181,António Manuel Dias Almeida,2010-08-07 00:44:33
1182,Ruben Luis Tristão de Carvalho e Silva,2010-08-07 00:44:34
1090,Sandra Sofia do Carmo Cunha Alves,2010-08-07 00:44:36
1091,Miguel Francisco Loureiro de Mattos Chaves,2010-08-07 00:44:37
997,Maria Amélia Sousa Lopes,2010-08-07 00:44:38
909,Luís Manuel Vieira Espinha,2010-08-07 00:44:39
1188,Edison Pedro Alves Dias,2010-08-07 00:44:41
1189,Arlindo Martins Santos,2010-08-07 00:44:42
1190,Eduardo Travassos Pereira,2010-08-07 00:44:43
1191,Fernando Vasco da Silva Marques,2010-08-07 00:44:44
1192,Carmen Isabel Amador Francisco,2010-08-07 00:44:45
1193,Augusto Manuel Neto Carapinha Pólvora,2010-08-07 00:44:47
1194,Lucília Maria Samoreno Ferra,2010-08-07 00:44:48
1196,João Luís Alves Gonçalves,2010-08-07 00:44:50
1197,João Manuel Pereira Afonso,2010-08-07 00:44:51
1198,Eduardo Fernando Marques Xavier,2010-08-07 00:44:52
1102,Luís Pedro Russo da Mota Soares,2010-08-07 00:44:53
1103,Ana Madalena Gomes Romero,2010-08-07 00:44:54
1104,João Miguel Antunes Jorge,2010-08-07 00:44:56
1202,Carlos Alberto Marques Pinto Pereira,2010-08-07 00:44:57
1014,Francisco Manuel Fernandes Campilho Gonçalves Pereira,2010-08-07 00:44:58
1015,Florentino Armamdo Faria Cardoso,2010-08-07 00:44:59
1016,José António Longras Franqueira,2010-08-07 00:45:00
1017,Serafim Figueiral Rebelo,2010-08-07 00:45:02
1109,Inês Margarida Seabra Camacho Rodrigues,2010-08-07 00:45:03
1110,Joaquim Manuel Nunes Barbosa,2010-08-07 00:45:04
1111,Manuel Rebelo da Silva de Oliveira Grilo,2010-08-07 00:45:05
1021,Isídro Gomes de Araújo,2010-08-07 00:45:06
1113,Tiago Andre Pires Ruivo Cristovao Martins,2010-08-07 00:45:07
1114,João Carlos Perdigão da Silva,2010-08-07 00:45:08
1115,Gualdino Guilherme Duarte do Rosário,2010-08-07 00:45:10
1116,Mário Júlio das Neves Mano,2010-08-07 00:45:11
937,José Maria Silva Pereira Oliveira,2010-08-07 00:45:13
1026,Manuel Martinho Pinheiro dos Santos Gonçalves,2010-08-07 00:45:15
1027,Albino Gonçalves da Costa,2010-08-07 00:45:16
1121,Rodrigo Maria Santos de Mello Gonçalves,2010-08-07 00:45:18
941,Filipe Augusto de Almeida Ferreira,2010-08-07 00:45:18
945,António Manuel Machado Fernandes Novais,2010-08-07 00:45:23
1032,Jerónimo da Silva Pereira,2010-08-07 00:45:24
1127,António Manuel Marques dos Prazeres Costa,2010-08-07 00:45:26
1035,Maria Teresa Basto Pereira Forjaz de Oliveira Dias,2010-08-07 00:45:28
949,Felisberto Augusto da Cruz,2010-08-07 00:45:29
950,Maria Isabel Barreno de Faria Martins,2010-08-07 00:45:30
1131,Francisco Xavier Pablo da Silva Torres,2010-08-07 00:45:31
952,Marcos Domingos,2010-08-07 00:45:33
953,Fernando Cardoso Ribeiro,2010-08-07 00:45:34
1040,António Carlos Brochado de Sousa Pedras,2010-08-07 00:45:35
1041,Bento Augusto de Sousa Morais,2010-08-07 00:45:36
1232,Francisco Louro Mendes,2010-08-07 00:45:37
1233,Francisco Manuel Piteira dos Santos,2010-08-07 00:45:39
957,Maria Fernanda de Oliveira Jorge C. P.machado Brandão,2010-08-07 00:45:39
1044,Carlos Araujo da Silva Lopes,2010-08-07 00:45:41
1236,António Manuel Taveira da Silva,2010-08-07 00:45:43
1237,Domingos Dias Gomes,2010-08-07 00:45:44
1047,João Nuno Lacerda Teixeira de Melo,2010-08-07 00:45:45
1238,Sérgio André da Costa Vieira,2010-08-07 00:45:46
1048,Altino Bernardo Lemos Bessa,2010-08-07 00:45:47
1049,Luís Martins de Menezes Veloso Ferreira,2010-08-07 00:45:49
1050,Nuno Maria da Cunha Gonçalves,2010-08-07 00:45:50
1146,Maria de Fátima Gonçalves Enes Simoes Abade,2010-08-07 00:45:52
1053,Paulina Gomes de Araujo Silva,2010-08-07 00:45:53
1340,Júlio Meirinhos Santana,2010-08-07 00:45:57
1245,António Edmundo Barbosa Montalvão Machado,2010-08-07 00:45:57
1246,António Jorge Feio do Vale Peixoto,2010-08-07 00:45:58
1149,José Nobre Fernandes,2010-08-07 00:46:00
1150,Ana Paula Moreno Albino Calado Capela,2010-08-07 00:46:01
1151,Carla Cristina Hipolito de Sa Salsinha,2010-08-07 00:46:02
1152,Carlos Alberto Proença Fontes,2010-08-07 00:46:04
1059,Domingos Martins Morim Lopes,2010-08-07 00:46:05
1153,José Augusto Clemente de Carvalho,2010-08-07 00:46:06
1154,Maria Helena do Rêgo da Costa Salema Roseta,2010-08-07 00:46:07
1254,José Joaquim da Silva Miranda,2010-08-07 00:46:09
1255,Jose Julio Vieira Mesquita,2010-08-07 00:46:10
1256,Antonio Aurelio Barroso Carvalho,2010-08-07 00:46:11
1258,José Pinto Ferreira,2010-08-07 00:46:14
1259,Manuel Augusto Lopes de Lemos,2010-08-07 00:46:15
1355,Luís Filipe Codinha dos Santos Varela,2010-08-07 00:46:16
1356,Joaquim Jose Serra Silva,2010-08-07 00:46:17
1357,Elsa Catarina Beja Sardo Bento do Couto,2010-08-07 00:46:18
1358,Martim Afonso Pacheco Gracias,2010-08-07 00:46:39
1360,Paulo Jorge dos Santos Neves,2010-08-07 00:47:18
1361,Jorge Manuel Fernandes Valente,2010-08-07 00:47:18
1461,António Jorge Mammerickx da Trindade,2010-08-07 00:47:23
1463,Rolando Lima Lalanda Gonçalves,2010-08-07 00:47:25
1561,Luís Filipe Montenegro Cardoso de Morais Esteves,2010-08-07 00:47:27
1660,José Carlos Pinto Basto Mota Torres,2010-08-07 00:47:29
1465,Paulo Manuel Pacheco da Silveira,2010-08-07 00:47:30
1562,Marcos Labrincha Ré,2010-08-07 00:47:31
1563,Joaquim Brandão de Almeida,2010-08-07 00:47:32
1564,Carlos Fernandes Roseiro Bento,2010-08-07 00:47:33
1672,Maria Isabel da Silva Pires de Lima,2010-08-07 00:47:43
1673,Maria Luísa Silva Vasconcelos,2010-08-07 00:47:44
1578,Joaquim Virgílio Leite Almeida Costa,2010-08-07 00:47:50
1774,Joaquim Jorge Alves de Araújo,2010-08-07 00:47:55
1775,Maria José Carvalho de Almeida,2010-08-07 00:47:56
1585,Ana Maria Dias Mascarenhas,2010-08-07 00:47:58
1684,Maria de Lurdes Ruivo,2010-08-07 00:47:59
1489,Augusto Carlos dos Santos Leite,2010-08-07 00:48:00
1490,João Carlos da Costa Ferreira da Silva,2010-08-07 00:48:01
1686,Pedro Miguel de Azeredo Duarte,2010-08-07 00:48:02
1780,Cândida Dorinda de Brito Viana Ribeiro,2010-08-07 00:48:08
1691,Emília dos Anjos Pereira da Silva,2010-08-07 00:48:09
1499,Manuel Jacinto Gaspar da Silva,2010-08-07 00:48:12
1693,Manuel Ricardo Dias dos Santos Fonseca de Almeida,2010-08-07 00:48:12
1694,Maria Eduarda Dias de Sousa Brandão,2010-08-07 00:48:14
1785,Francisco Miguel Baudoin Madeira Lopes,2010-08-07 00:48:17
1697,Ana Maria Oliveira Mesquita,2010-08-07 00:48:18
1505,Arlindo Valente Domingues Pereira,2010-08-07 00:48:19
1506,Manuel José Pereira,2010-08-07 00:48:20
1507,Alcides Jose de Sa Esteves,2010-08-07 00:48:22
1600,Jamila Bárbara Madeira e Madeira,2010-08-07 00:48:24
1509,José Veloso Bernardino Gonçalves,2010-08-07 00:48:24
1510,Lídia Paula Loureiro dos Santos,2010-08-07 00:48:25
1511,Joaquim Antonio Ribeiros Horta Lourinho,2010-08-07 00:48:27
1702,José Miguel Correia Noras,2010-08-07 00:48:28
1602,Luís Manuel dos Santos Silva Patrão,2010-08-07 00:48:29
1796,Manuel Pedro Areias,2010-08-07 00:48:30
1797,Cristina Rosa Pereira de Oliviera Grilo Rocha Neto,2010-08-07 00:48:31
1515,Luís Manuel Areias Fontes,2010-08-07 00:48:33
1607,Mário Patinha Antão,2010-08-07 00:48:36
1521,Vital Martins Moreira,2010-08-07 00:48:40
